"Move","RPRICE","MPRICE"
208.236482734515,-0.458761979821231,-0.96743473511808
-135.007906870033,0.169621242887154,0.547046929980409
-92.0971202449212,0.029769747255516,0.00409229041804041
1678.56927677564,-0.976698525667739,-2.02285718404585
78.1505793530195,-0.190608838356641,-0.144384680359761
819.748753584123,-0.477139613087865,-1.02244206767908
98.3898679066469,-0.592787454814725,-1.10978264320954
1899.3726066523,-0.836388819353488,-1.43032316756247
171.933084420155,-0.256434778136992,-0.267524215532292
-103.662114715374,-0.00816377087525734,-0.0897237020394432
-100.276597053404,0.0302108346756433,0.00518317405126775
-189.866537692225,0.0218301736932628,-0.0155436149800373
-173.557880881153,0.0628513037649148,0.0859085629100333
-113.635146201211,0.04829541890078,0.0499094030135568
-167.943398543124,0.0244766982140142,-0.00899831318067769
-116.429914286042,0.052706293102033,0.0608182393458228
77.8771246483933,0.0249177856341394,-0.00790742954745127
-90.278619399199,-0.0558012122487892,-0.207539134427912
-128.353457904303,0.0328573591963947,0.0117284758506272
756.287588478731,-0.961260465963355,-1.98467625688292
-70.2501772175021,0.213427238478128,0.854864727675771
604.620382519853,-0.489197011809869,-1.0427057058107
-26.0888124125263,0.000243673559000929,0.128147614821396
630.081952094403,-0.487873749549494,-1.03943305491102
-104.422415391966,-0.0112245993642566,0.0997846403575056
-136.814623009694,0.0487365063209052,0.0510002866467832
-181.071365138235,0.0346217088768965,0.0160920103835336
-170.04520556239,0.0566760798831603,0.0706361920448618
-108.455669392728,0.0478543314806549,0.0488185193803299
-109.046014500708,0.0222712611133879,-0.0144527313468103
-147.020259394022,0.0271232227347658,-0.00245301138131827
-96.4814244994139,0.0430023698592767,0.0368187994148378
-119.251246415877,0.0178603869121352,-0.0253615676790762
46.8260189041806,-0.167583728223731,-0.3893634077826
-71.8335831623248,0.0708959700356152,0.18465803176892
-137.661710246215,0.00903863850962895,-0.0471792403436072
-94.1224708824477,0.0421201950190261,0.0346370321483852
-130.892292798911,0.0169782120718844,-0.027543334945529
517.672297202383,0.0377093208177729,0.0237281958161193
-57.4114396242185,-0.252085114204544,-0.692982351213733
-166.788867903008,0.0535884679422836,0.0630000066122754
8.90328422423822,0.0469721566404045,0.0466367521138772
406.952772091815,-0.0293359670412715,-0.142086116434318
-99.1792391948866,-0.191215050227254,-0.542440409828467
-127.839973647221,0.0610869540844137,0.0815450283771273
-192.558689819471,0.0284464849951417,0.000819639518361209
-152.557880881153,0.0628513037649148,0.0859085629100333
-173.866133223066,0.0390325830781492,0.0270008467157988
-44.4299142860422,-0.147293706897967,-0.339182760654177
-187.730158266422,0.107506225906014,0.275201373326725
-117.788867903008,0.0535884679422836,0.0630000066122754
68.6976478399102,-0.0746411269457354,-0.206663545914224
-156.149953983418,0.00532092305938252,-0.0170231440503104
-59.1478215199746,0.0544706427825345,0.0651817738787285
511.286779540413,-0.500665284733127,-1.07106868027459
-149.67753964387,0.0434702407312798,0.235054210877599
-203.942589604806,0.058881516983787,0.0760906102109939
-166.37840407267,0.0624102163447896,0.0848176792768072
401.621191458171,-0.454792193040097,-0.957616782419029
-164.009929215833,0.0836091959626812,0.334324621501217
-129.583635987839,0.0579993421435365,0.073908842944541
-171.097120244921,0.0297697472555178,0.00409229041804077
-175.609391094525,0.0531473805221582,0.0619091229790492
-75.7120070521097,0.0509419434215322,0.0564547048129164
-54.9438030122826,0.00727428882912777,-0.211384774876514
-179.53068981367,0.0278381691404761,-0.0811872162033556
-197.34999959771,0.27900430987501,0.445123285250926
-130.295257925479,0.163366217750957,0.0803927680035902
-162.834092820087,0.147487070626446,0.0411209572074338
-120.833688350928,0.164689480011332,0.0836654189032698
76.9606752647437,-0.156923803574807,-0.569568879124832
-182.90003936164,0.231200582768879,0.366329630443568
425.371543564241,-0.530899645787414,-1.30520674476446
-42.5269771881866,0.301543394125973,0.698005585021438
189.959866326426,-0.0913286223445791,-0.454644802516504
-149.866315138905,-0.069642150707214,-0.322272499146426
-210.144767682541,0.283415184076263,0.456032121583192
314.730497181207,-0.531781820627665,-1.30738851203092
-165.448902929811,0.35050409775988,0.819093668309586
-168.526244947334,0.154103381928326,0.0574842117058322
-165.372118776378,0.166012742271709,0.0869380698029489
-119.936304308513,0.162484042910706,0.0782110007371368
-103.039324735256,0.143076196425193,0.0302121208751682
-175.424033458908,0.139106409644065,0.020394168176129
-179.705317286658,0.171746878733337,0.101119557034895
-142.09002601031,0.167777091952209,0.0913016043358553
563.371139095082,-0.548102055172301,-1.3477512064603
-104.0155152769,0.243760942089559,0.555099829068758
-163.295662394638,0.14616380836607,0.0378483063077541
-106.013165159411,0.165130567431458,0.0847563025364962
121.65282739199,-0.263540114876686,-0.78597213362323
-188.629075007691,0.269853687113508,0.501371713110025
-135.269502818793,0.468218179372335,0.522499487969083
-129.277314074993,0.000553861087908657,-0.356220846961556
526.807358032106,0.165571654851583,0.0858471861697233
0.261647161794084,-0.142748451815996,-0.676680473455645
-159.757231969189,0.144840546105694,0.0345756554080742
-188.474734733962,0.163807305171082,0.0814836516368163
66.7562522878927,-0.226929859006287,-0.695428792065426
-156.808147347015,0.287497183918519,0.545007058439088
-179.269907287952,0.151015769987448,0.0502170262732463
-115.504774412581,0.171255264195127,0.100089553462401
-142.582444201797,0.139496969946106,0.258443931870089
430.762897570334,-0.675297943059547,-0.622696723810509
-117.750635491255,0.212447046511709,0.396331032883367
317.80620498277,-0.806871664196701,-0.991944732081858
-166.443827996462,0.329164170357855,0.728411546688155
-89.9885631020614,0.107539210004553,0.159015104250407
-104.219954593075,0.0810739647970347,0.0935620862568131
-156.706874805153,0.092101150300167,0.120834177087478
-162.321761612342,0.113273346466181,0.173196591482352
-128.783331186893,0.111950084205806,0.169923940582673
328.13940349305,-0.782605800658329,-0.946027219313805
446.577071748058,-0.891530074697874,-1.05459392712079
-127.399574022839,0.432759306851684,1.1188317527315
105.558659332044,-0.320772324739313,-1.15096962319717
-137.808147347015,0.287497183918519,0.629139058439088
-167.056784971303,0.131114926081655,0.546317891088978
-145.270756818328,0.0891022696411567,-0.144679804444912
-135.807233537464,0.13351970589048,0.508589285512569
268.684437940519,-0.630317875201793,-0.901814674331238
-105.252279982641,0.257413851616334,0.692750378082458
-120.620310789563,0.0653613893577581,0.13033999094048
61.739047296562,-0.118318376097606,0.150596685369863
-54.1813921452531,0.0606438671172868,0.00896069305359742
62.3539341037509,-0.33949057226362,-0.756902729025012
-152.130355864102,0.240841009445802,0.179316838830885
-151.940993349605,0.157581554171243,0.0662721608323777
459.879529841912,-0.541977358408632,-1.3327869555344
-116.142672933693,0.288310771522213,0.66564807602464
-153.197735478145,0.143466756727233,0.0313638845691272
218.623192182531,-0.538889746467755,-1.32515077010181
-204.217106969638,0.394171752352284,0.927460147999015
-143.274191859885,0.163315690632872,0.0804536480643228
-128.146225264773,0.15317067996999,0.0553633245001113
-170.171980371459,0.148318718348612,0.0433636045346197
-137.068959944716,0.167726564834124,0.0913624843965878
30.2895892030914,-0.250358019391012,-0.753553744565701
-173.064080537238,0.00778720524428297,-0.00459329443249022
-193.487553185507,0.326034378095817,0.601238611587278
33.4179602673617,-0.543300620669008,-1.33605960643408
-248.779270155978,0.476655099915714,1.13145538741238
-161.248436753199,0.16816765225425,0.0924533680298153
-122.017854200503,0.160228078691994,1.61228546263174
151.330936563755,-0.766450205083749,0.287687265212056
-85.4621452836444,0.0630858957704767,0.188905666174681
-76.9761023706802,-0.0386616976158565,0.35626293410533
-26.4891821586026,-0.949688883118989,0.329071843274666
-67.8503312907304,0.0480959466394945,0.403108618613745
-50.6980832892986,-0.0186758516883066,0.315943197632124
-83.5406923719744,-0.0593928063617453,-0.185778596656318
-95.1992015260919,0.0241284952361361,-0.654426383001316
297.474261739542,-0.760203991394729,0.0872969422102586
-64.0212935915669,0.213417855325887,0.63615649893022
14.4099428733497,-0.399534544643894,-0.151290076036295
-97.2979337270736,0.138881718298309,0.0209049594046893
-86.671416533776,0.0728598754998876,0.134863012705332
-97.4208212821416,0.0672814198449937,-0.108133451367359
15.7636982273109,-0.594647088118883,0.102923796995711
-106.030113249921,0.257007877705342,0.309732670924257
-49.9792644065295,-0.333756435801991,0.132089758206934
-97.9301871590335,0.16957287850732,0.148903143660769
5.48230516802125,-0.302433173541616,0.789444409106614
-36.3841435888409,0.0463724286634361,0.247086499668713
-34.6744521841144,-0.0353309580809816,-0.47090172133651
-113.363973130182,0.0622737774168814,0.122703805507895
146.815908147461,-1.05096490061836,0.863759383570504
125.206744367449,-0.997934850874099,0.154424648013038
148.234062359804,-0.159328516408453,-0.482256327472836
-32.27349164456,-0.313737068440969,-0.0388928412249925
392.959113253931,-0.525664595078792,0.889170561856109
57.7836808005324,-0.741498595174068,-0.182991850509794
414.378070600103,-0.543891430957936,-0.429217982824294
4.85188474215424,-0.496011128892164,-0.292076722942542
90.2005892832056,0.0189881877706656,0.174768225523974
-33.2455141113168,-0.158793612017816,0.685619613383828
-42.0781444947976,0.0137842747097729,0.252854468201631
-77.1604098317207,-0.036510837892061,0.473308660898707
-65.3097053501195,-0.050129970539114,0.32789995964144
-66.2328444992209,-0.0527764950598653,0.321354657842081
-51.5917981161871,-0.0518943202196152,0.323536425108533
-73.8996459889406,-0.0585106315214947,0.307173170610135
-40.3865662010181,-0.0474834460183614,0.334445261440799
309.43355252134,-0.764244767983122,0.0850376833781898
4.19409134536225,0.021448647412266,-0.770175205922165
-118.646065896249,0.0605094277363799,0.118340270974988
185.739047296562,-0.618318376097606,0.905105685369863
-44.0859257894021,0.851570850472369,0.0478645961010112
-64.3667799078437,0.537435147621002,-0.566707003652847
-97.6358278387168,0.648666472384546,0.0732198970967236
-91.3026293284364,0.642932335922917,0.0590384098647786
351.415277905496,-0.858832013757584,0.789007875331872
13.9639665473336,-0.40753486382442,-0.0988428107513488
-105.457044263266,0.879958534436117,-0.43747791369929
-83.8153046471999,0.649107559804671,0.554291780729951
333.611973442777,-0.928966618759994,0.60245547919067
-8.61788933123669,0.782366897887548,-0.0100940387057801
5.73180812915967,0.503545300758347,0.197783384848825
-1.78127165876283,0.492518115255215,-0.829411705981838
-104.020206116974,0.634730480006894,0.0186279871346576
-73.7377088817473,0.653697239072281,0.0655359833633994
271.082409840611,-0.86306408289248,0.0233684053007894
-106.998035173767,0.934756041029468,-0.136693298919626
10.3649070758373,0.155902676172908,0.0706754015295325
-75.9143260987478,0.748423253970803,0.00073591377727341
105.185025798195,-0.560858645791854,0.0288578234669224
-117.069141576959,0.918168692004116,0.00180392224368724
-83.199278456298,0.652373976811905,0.0622633324637194
80.2876417557795,-0.558653208691227,0.0343122416330554
-115.376584980554,0.888754790087123,0.027862129441124
23.3318178580403,-0.828340774562692,0.0608069843575266
-124.857498066441,0.968055961580357,0.124659557637361
255.157600646981,-0.834269957230187,0.0527013683653077
-76.7928032585984,0.939166915230721,-0.12578446258736
-85.8918350527035,0.641787878728899,0.0360821252662823
-78.9686959036022,0.64443440324965,0.0843844270656418
-110.148990647077,0.635187923753467,0.338925704059482
104.589788622363,-0.860197737077198,0.127587080508535
291.6216148817,-0.542227540978577,0.108951275954672
203.632216692846,-0.334627521942481,-0.113015248876688
-78.4733612740765,0.843699269259854,0.0204319670403113
-0.385390761826819,-0.102419582372913,0.553616577527563
-61.383789592816,0.691891124060927,0.20101531713213
52.6939780241201,-0.258513570677113,0.186103172650533
-70.1982161305547,0.699311023928514,0.184438151358836
49.528682533562,-0.251157922387604,0.198187237424869
40.6223070609622,-0.0702478886513601,0.185038034992063
-101.198216130555,-0.0706889760714856,0.183947151358836
-95.6839229351553,0.761945437586307,0.339343627277008
-80.471317466438,0.548842077612397,-0.237278762575132
-43.7954112710445,0.10842315860973,0.579908905327894
-65.6813945569236,0.669499024748913,0.216062466653343
12.5813794333897,-0.162302570025231,0.188443513679195
-91.5375112946132,0.667184173102431,0.214273920730848
5.52416155482583,-0.437249929049874,-0.779194432582838
-99.3314659772134,-0.0561205550784625,0.0913579140820897
-55.1773398062572,-0.0442111947350796,0.120811772179207
-108.382976190585,0.934175521678781,0.0673484741511051
-123.042546345233,0.663651041688642,1.36845543337642
-50.2710415557471,0.494350709968577,0.421997860082035
-16.1711550470264,0.232503341299332,0.292108028367642
-27.9086973779107,0.0329465702566572,0.297914517943462
-39.165719590641,0.113478493627837,0.34147410891217
-24.165719590641,-0.186521506372163,-1.18325189108783
-122.060146971667,0.405004679792204,0.115167826558115
861.129860444056,-1.13349525485781,0.075188494006317
-1.23058185541046,-0.230238073591727,-0.783838069429075
-91.6526743740024,0.184327697344894,1.68630304083347
-22.8360915972434,0.178583131059364,0.322959892176225
